Tue Jul  9 09:52:18 2024    output.prof

         22057664 function calls (20662531 primitive calls) in 18.189 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       69    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:464(_unpack_output_values)
       25    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:792(__iter__)
       26    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/misc.py:110(__new__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/render_window_interactor.py:61(RenderWindowInteractor)
      143    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:1879(op_NOP)
       64    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderers.py:290(__iter__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/cgutils.py:813(is_not_scalar_zero)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/render_window_interactor.py:1562(remove_observers)
        8    0.000    0.000    0.000    0.000 {method 'SetBackground' of 'vtkmodules.vtkRenderingCore.vtkViewport' objects}
       69    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:471(_pack_output_values)
      129    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/options.py:15(<lambda>)
       45    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/imputils.py:103(decorate)
       92    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/abstract.py:104(mangling_args)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/builder.py:1038(fence)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:921(line_width)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/axes_actor.py:72(TipType)
        7    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1720(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
      136    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/bytecode.py:239(__iter__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/typed/typedobjectutils.py:16(_as_bytes)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/math/numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/numbers.py:862(real_eq_impl)
        2    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/process.py:213(authkey)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ccallback.py:33(CFunc)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/render_window_interactor.py:1482(terminate_app)
       22    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/byteflow.py:442(op_POP_TOP)
       78    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:442(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'GetInterpolateScalarsBeforeMapping' of 'vtkmodules.vtkRenderingCore.vtkMapper' objects}
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/actor.py:145(mapper)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderer.py:3531(__del__)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/selectors.py:215(_fileobj_lookup)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arraymath.py:4754(_cross_impl)
       47    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:594(<listcomp>)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/imputils.py:237(wrapper)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:299(_deduplicate)
      136    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/interpreter.py:1882(op_RESUME)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/joblib/externals/loky/process_executor.py:973(_check_max_depth)
        4    0.000    0.000    0.000    0.000 {method 'SetPass' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        6    0.000    0.000    0.000    0.000 {method 'GetRepresentationAsString' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/randomimpl.py:93(get_has_gauss_ptr)
       90    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/npydecl.py:88(ufunc)
       38    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:568(isstring)
       13    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/pythonapi.py:110(__init__)
      159    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:431(__enter__)
      132    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/callconv.py:370(_make_call_helper)
       20    0.000    0.000    0.000    0.000 {method 'SetLightType' of 'vtkmodules.vtkRenderingCore.vtkLight' objects}
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderer.py:2262(remove_floors)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderer.py:3474(close)
       13    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:465(_get_charset_prefix)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/text.py:129(prop)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/actor.py:112(mapper)
       88    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
       14    0.000    0.000    0.000    0.000 {method 'AddActor' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
       10    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/_collections.py:23(freeze)
        7    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1568(<genexpr>)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/mapper.py:240(interpolate_before_map)
      132    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/debuginfo.py:73(mark_subprogram)
        2    0.000    0.000    0.000    0.000 {method 'AddLightsToRenderer' of 'vtkmodules.vtkRenderingCore.vtkLightKit' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/setdecl.py:34(SetAttribute)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:15(Property)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:454(_create_cb_wrapper)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/geometric_sources.py:2304(tip_length)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/numbers.py:53(int_mul_impl)
        2    0.000    0.000    0.000    0.000 {method 'SetDesiredUpdateRate' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/utilities/regression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/cube_axes_actor.py:46(CubeAxesActor)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/cffi/model.py:264(__init__)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/tqdm/utils.py:251(_is_utf)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/cffi/cparser.py:295(Parser)
       66    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/typeof.py:163(_typeof_none)
       87    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/collections/__init__.py:424(<genexpr>)
       76    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:560(ambient)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/hashing.py:403(DJBX33A)
       71    0.000    0.000    0.000    0.000 {built-in method _operator.not_}
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
      132    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/lowering.py:79(init)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numpy/core/_methods.py:90(_clip)
      139    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/iterators.py:69(key)
      132    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/compiler_machinery.py:256(finalized)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/camera.py:18(Camera)
       12    0.000    0.000    0.000    0.000 {method 'GetOpacity' of 'vtkmodules.vtkRenderingCore.vtkProperty' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
      132    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/errors.py:527(__enter__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:910(_search_paths)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/cffi/cparser.py:297(__init__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/mapper.py:264(array_name)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/numpy_support.py:706(type_can_asarray)
      149    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/containers.py:73(key)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/tqdm/_monitor.py:94(report)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/typed/listobject.py:402(impl_len)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:687(get_index_bounds)
       69    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyimpl.py:533(<listcomp>)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:912(createLock)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/typed/listobject.py:556(_list_append)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/experimental/jitclass/overloads.py:24(wrapped)
       21    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/math/mathimpl.py:138(unary_math_extern)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/themes.py:2648(render_points_as_spheres)
       30    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/datasetattributes.py:1080(_raise_index_out_of_bounds)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2065(_signature_is_builtin)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderer.py:456(update_axis)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:601(diffuse)
       39    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:365(<listcomp>)
       90    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/misc.py:206(key)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:680(specular_power)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/charts.py:3036(Chart2D)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/charts.py:1056(_CustomContextItem)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/lights.py:41(Light)
      132    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/types.py:357(__len__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/picking.py:327(_init_click_picking_callback)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typeinfer.py:1447(typeof_static_setitem)
       21    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/cffi/model.py:69(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/subprocess.py:2001(_try_wait)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/mapper.py:304(scalar_map_mode)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/enumimpl.py:48(int_enum_to_int)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/boxing.py:664(__exit__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/camera.py:410(parallel_scale)
        4    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {method 'SetProperty' of 'vtkmodules.vtkRenderingCore.vtkActor' objects}
        2    0.000    0.000    0.000    0.000 {method 'SetPosition' of 'vtkmodules.vtkRenderingCore.vtkCamera' objects}
      139    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:849(install_array_method)
       64    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typeinfer.py:239(__init__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/math/numbers.py:30(int_add_impl)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
       19    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:478(<genexpr>)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/six.py:194(find_spec)
       16    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/process.py:94(<genexpr>)
       69    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/dispatcher.py:175(__init__)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:395(resolve_item)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
       80    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/boxing.py:1136(unbox_typeref)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:417(opacity)
      107    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:1027(infer_constant)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/ctypes_utils.py:34(<dictcomp>)
       91    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:362(<lambda>)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/plotter.py:1758(camera_position)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:2756(array_dtype)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/selectors.py:21(_fileobj_to_fd)
        6    0.000    0.000    0.000    0.000 {method 'GetOrientation' of 'vtkmodules.vtkRenderingCore.vtkTextProperty' objects}
      132    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/debuginfo.py:79(finalize)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/tqdm/utils.py:138(__getattr__)
       93    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/abstract.py:222(is_internal)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:606(specular)
       14    0.000    0.000    0.000    0.000 {method 'GetClassName' of 'vtkmodules.vtkCommonCore.vtkObjectBase' objects}
       12    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2465(<lambda>)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/tqdm/utils.py:221(__eq__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/math/numbers.py:469(int_invert_impl)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       30    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/lights.py:663(cone_angle)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderer.py:325(set_color_cycler)
       56    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1365(__eq__)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/builder.py:1007(cmpxchg)
       13    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/callwrapper.py:92(__init__)
       62    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/joblib/parallel.py:760(_return_or_raise)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/lookup_table.py:612(above_range_color)
      132    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typeinfer.py:1780(unify_finished)
       44    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/containers.py:239(mangling_args)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:292(style)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/instructions.py:761(descr)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arrayobj.py:5432(impl_np_array)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typeinfer.py:392(__init__)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/listobj.py:1228(literal_list_len)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:461(edge_opacity)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/geometric_sources.py:712(resolution)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arraymath.py:44(_create_tuple_result_shape)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:841(_is_union_type)
       47    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:595(<listcomp>)
       14    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:966(__init__)
        2    0.000    0.000    0.000    0.000 {method 'CreateRepeatingTimer' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        2    0.000    0.000    0.000    0.000 {method 'GetLayer' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
      110    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/values.py:867(_expand)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/ir.py:439(build_list)
       71    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/caching.py:82(load_overload)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/renderer.py:3827(remove_legend)
       10    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/npyfuncs.py:41(<genexpr>)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/scalars.py:126(cast_python_value)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/arrays.py:36(parse_field_choice)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/builtins.py:381(type_impl)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/numbers.py:598(_implement_bitwise_operators)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:191(get_return_type)
       11    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/cpython/slicing.py:138(get_defaults)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/lookup_table.py:93(LookupTable)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/core/utilities/misc.py:24(assert_empty_kwargs)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/instructions.py:859(__init__)
       32    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/values.py:653(add)
       47    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/templates.py:600(<listcomp>)
       48    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/themes.py:726(width)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/types/scalars.py:222(member_type)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/datamodel/models.py:1209(__init__)
      3/1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/core/typing/npydecl.py:470(_parse_nested_sequence)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/actor.py:167(prop)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/llvmlite/ir/instructions.py:755(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/joblib/disk.py:42(memstr_to_bytes)
       12    0.000    0.000    0.000    0.000 {method 'RemoveAllViewProps' of 'vtkmodules.vtkRenderingCore.vtkViewport' objects}
       12    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/_property.py:641(specular)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1447(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/colors.py:646(Color)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/_weakrefset.py:21(__enter__)
      133    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
       19    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:956(fix_flags)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:724(__contains__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/plotter.py:5885(_save_image)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:963(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/numba/np/arraymath.py:4771(np_cross)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/lib/python3.11/site-packages/pyvista/plotting/widgets.py:71(WidgetHelper)
